episode_id,moves,highest_tile,update_count
1493,626,512,538548
1494,358,256,538906
1495,326,256,539232
1496,530,512,539762
1497,476,512,540238
1498,275,128,540513
1499,302,256,540815
1500,254,256,541069
1501,454,512,541523
1502,249,256,541772
1503,242,256,542014
1504,280,128,542294
1505,599,512,542893
1506,602,512,543495
1507,309,256,543804
1508,283,128,544087
1509,579,512,544666
1510,203,128,544869
1511,592,512,545461
1512,521,512,545982
1513,616,512,546598
1514,527,512,547125
1515,450,512,547575
1516,278,256,547853
1517,725,1024,548578
1518,288,128,548866
1519,480,512,549346
1520,333,256,549679
1521,580,512,550259
1522,381,512,550640
1523,440,512,551080
1524,288,128,551368
1525,360,256,551728
1526,175,128,551903
1527,583,512,552486
1528,303,256,552789
1529,425,512,553214
1530,580,512,553794
1531,533,512,554327
1532,192,128,554519
1533,284,256,554803
1534,308,256,555111
1535,572,512,555683
1536,215,128,555898
1537,334,256,556232
1538,586,512,556818
1539,313,256,557131
1540,437,512,557568
1541,309,256,557877
1542,352,256,558229
1543,198,128,558427
1544,556,512,558983
1545,485,512,559468
1546,494,512,559962
1547,282,128,560244
1548,350,256,560594
1549,212,128,560806
1550,306,256,561112
1551,321,256,561433
1552,326,256,561759
1553,521,512,562280
1554,340,256,562620
1555,543,512,563163
1556,295,256,563458
1557,305,256,563763
1558,575,512,564338
1559,585,512,564923
1560,598,512,565521
1561,200,128,565721
1562,584,512,566305
1563,295,256,566600
1564,305,256,566905
1565,250,256,567155
1566,847,1024,568002
1567,306,256,568308
1568,291,256,568599
1569,353,256,568952
1570,279,256,569231
1571,457,512,569688
1572,595,512,570283
1573,278,128,570561
1574,320,256,570881
1575,201,256,571082
1576,447,512,571529
1577,340,256,571869
1578,544,512,572413
1579,502,512,572915
1580,330,256,573245
1581,484,512,573729
1582,212,128,573941
1583,545,512,574486
1584,317,256,574803
1585,359,256,575162
1586,631,512,575793
1587,341,256,576134
1588,536,512,576670
1589,271,128,576941
1590,356,256,577297
1591,179,128,577476
1592,374,512,577850
1593,465,512,578315
1594,574,512,578889
1595,607,512,579496
1596,544,512,580040
1597,183,128,580223
1598,264,128,580487
1599,289,256,580776
1600,199,128,580975
1601,164,128,581139
1602,531,512,581670
1603,450,512,582120
1604,606,512,582726
1605,482,512,583208
1606,590,512,583798
1607,322,256,584120
1608,343,256,584463
1609,610,512,585073
1610,259,256,585332
1611,592,512,585924
1612,400,512,586324
1613,335,256,586659
1614,149,64,586808
1615,605,512,587413
1616,447,512,587860
1617,530,512,588390
1618,570,512,588960
1619,576,512,589536
1620,588,512,590124
1621,582,512,590706
1622,533,512,591239
1623,510,512,591749
1624,606,512,592355
1625,606,512,592961
1626,322,256,593283
1627,581,512,593864
1628,322,256,594186
1629,639,512,594825
1630,610,512,595435
1631,294,256,595729
1632,187,128,595916
1633,184,128,596100
1634,463,512,596563
1635,340,256,596903
1636,470,512,597373
1637,470,512,597843
1638,351,256,598194
1639,260,128,598454
1640,533,512,598987
1641,532,512,599519
1642,530,512,600049
1643,580,512,600629
1644,408,256,601037
1645,606,512,601643
1646,292,256,601935
1647,439,512,602374
1648,522,512,602896
1649,468,512,603364
1650,357,256,603721
1651,578,512,604299
1652,322,256,604621
1653,325,256,604946
1654,288,256,605234
1655,486,512,605720
1656,743,1024,606463
1657,329,256,606792
1658,576,512,607368
1659,326,256,607694
1660,239,128,607933
1661,225,128,608158
1662,550,512,608708
1663,450,512,609158
1664,592,512,609750
1665,334,256,610084
1666,357,256,610441
1667,558,512,610999
1668,350,256,611349
1669,502,512,611851
1670,257,128,612108
1671,454,512,612562
1672,434,512,612996
1673,370,256,613366
1674,320,256,613686
1675,804,1024,614490
1676,439,512,614929
1677,167,128,615096
1678,499,512,615595
1679,599,512,616194
1680,321,256,616515
1681,318,256,616833
1682,455,512,617288
1683,303,256,617591
1684,310,256,617901
1685,546,512,618447
1686,607,512,619054
1687,324,256,619378
1688,209,128,619587
1689,308,256,619895
1690,314,256,620209
1691,198,128,620407
1692,357,256,620764
1693,375,256,621139
1694,359,256,621498
1695,247,128,621745
1696,468,512,622213
1697,350,256,622563
1698,710,1024,623273
1699,599,512,623872
1700,351,256,624223
1701,324,256,624547
1702,498,512,625045
1703,548,512,625593
1704,582,512,626175
1705,440,512,626615
1706,632,512,627247
1707,598,512,627845
1708,408,512,628253
1709,327,256,628580
1710,288,128,628868
1711,321,256,629189
1712,426,512,629615
1713,344,256,629959
1714,231,256,630190
1715,447,512,630637
1716,209,128,630846
1717,365,512,631211
1718,453,512,631664
1719,600,512,632264
1720,371,512,632635
1721,600,512,633235
1722,267,128,633502
1723,235,256,633737
1724,307,256,634044
1725,216,128,634260
1726,455,512,634715
1727,245,128,634960
1728,312,256,635272
1729,440,512,635712
1730,582,512,636294
1731,346,256,636640
1732,464,512,637104
1733,582,512,637686
1734,443,512,638129
1735,167,128,638296
1736,269,128,638565
1737,165,64,638730
1738,438,512,639168
1739,280,128,639448
1740,262,256,639710
1741,450,512,640160
1742,290,128,640450
1743,604,512,641054
1744,451,512,641505
1745,322,256,641827
1746,588,512,642415
1747,456,512,642871
1748,437,512,643308
1749,312,256,643620
1750,551,512,644171
1751,574,512,644745
1752,423,512,645168
1753,275,256,645443
1754,499,512,645942
1755,516,512,646458
1756,542,512,647000
1757,509,512,647509
1758,187,128,647696
1759,164,128,647860
1760,314,256,648174
1761,179,128,648353
1762,258,128,648611
1763,241,128,648852
1764,486,512,649338
1765,536,512,649874
1766,581,512,650455
1767,529,512,650984
1768,407,256,651391
1769,304,256,651695
1770,533,512,652228
1771,183,128,652411
1772,199,128,652610
1773,243,256,652853
1774,434,512,653287
1775,425,256,653712
1776,517,512,654229
1777,337,256,654566
1778,392,512,654958
1779,530,512,655488
1780,177,128,655665
1781,297,256,655962
1782,534,512,656496
1783,600,512,657096
1784,310,256,657406
1785,535,512,657941
1786,302,256,658243
1787,568,512,658811
1788,476,512,659287
1789,376,256,659663
1790,256,256,659919
1791,560,512,660479
1792,362,256,660841
1793,597,512,661438
1794,366,256,661804
1795,600,512,662404
1796,401,256,662805
1797,237,128,663042
1798,281,256,663323
1799,309,256,663632
1800,183,128,663815
1801,323,256,664138
1802,522,512,664660
1803,527,512,665187
1804,304,256,665491
1805,186,128,665677
1806,435,512,666112
1807,221,256,666333
1808,487,512,666820
1809,228,256,667048
1810,226,128,667274
1811,599,512,667873
1812,375,256,668248
1813,614,512,668862
1814,310,256,669172
1815,558,512,669730
1816,315,256,670045
1817,622,512,670667
1818,317,256,670984
1819,606,512,671590
1820,322,256,671912
1821,311,256,672223
1822,307,256,672530
1823,322,256,672852
1824,588,512,673440
1825,293,256,673733
1826,311,256,674044
1827,379,256,674423
1828,266,128,674689
1829,302,256,674991
1830,235,256,675226
1831,578,512,675804
1832,518,512,676322
1833,349,256,676671
1834,312,256,676983
1835,574,512,677557
1836,576,512,678133
1837,623,512,678756
1838,596,512,679352
1839,374,512,679726
1840,285,128,680011
1841,155,128,680166
1842,223,128,680389
1843,334,256,680723
1844,182,128,680905
1845,710,1024,681615
1846,369,256,681984
1847,337,256,682321
1848,287,256,682608
1849,300,256,682908
1850,503,512,683411
1851,211,128,683622
1852,309,256,683931
1853,259,256,684190
1854,258,128,684448
1855,442,512,684890
1856,275,256,685165
1857,338,256,685503
1858,509,512,686012
1859,544,512,686556
1860,574,512,687130
1861,340,256,687470
1862,316,256,687786
1863,328,256,688114
1864,720,1024,688834
1865,514,512,689348
1866,576,512,689924
1867,523,512,690447
1868,454,512,690901
1869,244,256,691145
1870,465,512,691610
1871,310,256,691920
1872,250,256,692170
1873,513,512,692683
1874,263,256,692946
1875,183,128,693129
1876,327,256,693456
1877,214,128,693670
1878,526,512,694196
1879,181,64,694377
1880,461,512,694838
1881,326,256,695164
1882,312,256,695476
1883,325,256,695801
1884,670,512,696471
1885,886,1024,697357
1886,518,512,697875
1887,424,512,698299
1888,258,128,698557
1889,410,512,698967
1890,329,256,699296
1891,546,512,699842
1892,252,256,700094
1893,470,512,700564
1894,317,256,700881
1895,292,256,701173
1896,330,256,701503
1897,340,256,701843
1898,601,512,702444
1899,320,256,702764
1900,352,256,703116
1901,160,128,703276
1902,343,256,703619
1903,580,512,704199
1904,336,256,704535
1905,312,256,704847
1906,540,512,705387
1907,174,128,705561
1908,333,256,705894
1909,528,512,706422
1910,607,512,707029
1911,566,512,707595
1912,314,256,707909
1913,363,256,708272
1914,812,1024,709084
1915,350,256,709434
1916,330,256,709764
1917,607,512,710371
1918,309,256,710680
1919,502,512,711182
1920,247,256,711429
1921,491,512,711920
1922,540,512,712460
1923,312,256,712772
1924,416,256,713188
1925,238,128,713426
1926,209,128,713635
1927,324,256,713959
1928,275,256,714234
1929,300,256,714534
1930,334,256,714868
1931,446,512,715314
1932,264,128,715578
1933,624,512,716202
1934,543,512,716745
1935,300,256,717045
1936,324,256,717369
1937,261,128,717630
1938,534,512,718164
1939,506,512,718670
1940,470,512,719140
1941,606,512,719746
1942,586,512,720332
1943,580,512,720912
1944,207,128,721119
1945,568,512,721687
1946,341,256,722028
1947,447,512,722475
1948,486,512,722961
1949,526,512,723487
1950,299,256,723786
1951,532,512,724318
1952,570,512,724888
1953,540,512,725428
1954,492,512,725920
1955,606,512,726526
1956,476,512,727002
1957,356,256,727358
1958,514,512,727872
1959,328,256,728200
1960,480,512,728680
1961,431,512,729111
1962,330,256,729441
1963,294,128,729735
1964,143,64,729878
1965,460,512,730338
1966,605,512,730943
1967,360,256,731303
1968,452,512,731755
1969,470,512,732225
1970,327,256,732552
1971,378,256,732930
1972,341,256,733271
1973,482,512,733753
1974,504,512,734257
1975,454,512,734711
1976,604,512,735315
1977,454,512,735769
1978,309,256,736078
1979,310,256,736388
1980,274,256,736662
1981,324,256,736986
1982,466,512,737452
1983,596,512,738048
1984,580,512,738628
1985,193,128,738821
1986,179,128,739000
1987,182,128,739182
1988,336,256,739518
1989,360,256,739878
1990,556,512,740434
1991,508,512,740942
1992,552,512,741494
1993,604,512,742098
1994,464,512,742562
1995,335,256,742897
1996,323,256,743220
1997,314,256,743534
1998,334,256,743868
1999,192,128,744060
2000,440,512,744500
2001,331,256,744831
2002,312,256,745143
2003,322,256,745465
