episode_id,moves,highest_tile,update_count
255,116,64,59412
256,271,256,59683
257,230,256,59913
258,574,512,60487
259,239,256,60726
260,185,128,60911
261,206,128,61117
262,176,128,61293
263,412,256,61705
264,409,256,62114
265,589,512,62703
266,241,128,62944
267,187,128,63131
268,258,128,63389
269,395,256,63784
270,325,256,64109
271,353,256,64462
272,569,512,65031
273,201,128,65232
274,223,128,65455
275,107,64,65562
276,212,128,65774
277,336,256,66110
278,164,128,66274
279,179,128,66453
280,235,256,66688
281,336,256,67024
282,476,512,67500
283,225,128,67725
284,293,256,68018
285,177,64,68195
286,505,512,68700
287,330,256,69030
288,405,512,69435
289,319,256,69754
290,190,128,69944
291,271,256,70215
292,99,64,70314
293,136,64,70450
294,156,64,70606
295,257,256,70863
296,405,512,71268
297,357,256,71625
298,215,128,71840
299,121,64,71961
300,466,512,72427
301,279,128,72706
302,248,256,72954
303,345,256,73299
304,229,256,73528
305,186,128,73714
306,477,512,74191
307,324,256,74515
308,464,512,74979
309,244,128,75223
310,195,128,75418
311,322,256,75740
312,728,1024,76468
313,181,128,76649
314,432,256,77081
315,265,256,77346
316,191,128,77537
317,118,64,77655
318,335,256,77990
319,200,128,78190
320,340,256,78530
321,558,512,79088
322,335,256,79423
323,411,256,79834
324,229,256,80063
325,268,128,80331
326,235,128,80566
327,285,128,80851
328,180,128,81031
329,436,512,81467
330,528,512,81995
331,187,128,82182
332,252,256,82434
333,193,128,82627
334,459,512,83086
335,244,128,83330
336,252,128,83582
337,253,128,83835
338,157,128,83992
339,433,512,84425
340,210,128,84635
341,212,128,84847
342,141,64,84988
343,429,512,85417
344,228,256,85645
345,476,512,86121
346,249,128,86370
347,543,512,86913
348,360,256,87273
349,198,128,87471
350,293,256,87764
351,287,128,88051
352,314,256,88365
353,462,512,88827
354,60,32,88887
355,199,128,89086
356,201,128,89287
357,127,64,89414
358,237,256,89651
359,286,256,89937
360,237,256,90174
361,554,512,90728
362,192,128,90920
363,311,256,91231
364,210,128,91441
365,484,512,91925
366,161,64,92086
367,369,256,92455
368,303,256,92758
369,342,256,93100
370,212,128,93312
371,276,256,93588
372,296,256,93884
373,465,256,94349
374,355,256,94704
375,199,128,94903
376,312,256,95215
377,265,128,95480
378,500,512,95980
379,309,256,96289
380,227,128,96516
381,408,512,96924
382,202,128,97126
383,344,256,97470
384,115,64,97585
385,250,128,97835
386,129,64,97964
387,207,128,98171
388,365,256,98536
389,207,128,98743
390,489,512,99232
391,244,128,99476
392,294,256,99770
393,363,256,100133
394,135,64,100268
395,320,256,100588
396,461,512,101049
397,408,256,101457
398,341,256,101798
399,316,256,102114
400,421,512,102535
401,375,256,102910
402,350,256,103260
403,237,128,103497
404,272,128,103769
405,511,512,104280
406,232,128,104512
407,343,256,104855
408,349,256,105204
409,292,256,105496
410,66,32,105562
411,337,256,105899
412,351,256,106250
413,356,256,106606
414,409,256,107015
415,482,512,107497
416,227,256,107724
417,360,256,108084
418,235,128,108319
419,342,256,108661
420,165,128,108826
421,379,512,109205
422,940,1024,110145
423,454,512,110599
424,361,512,110960
425,254,256,111214
426,324,256,111538
427,345,256,111883
428,317,256,112200
429,353,256,112553
430,378,512,112931
431,829,1024,113760
432,238,128,113998
433,200,128,114198
434,340,256,114538
435,340,256,114878
436,272,256,115150
437,372,256,115522
438,326,256,115848
439,377,256,116225
440,335,256,116560
441,359,256,116919
442,139,64,117058
443,236,128,117294
444,268,128,117562
445,182,128,117744
446,349,256,118093
447,226,128,118319
448,257,256,118576
449,310,256,118886
450,322,256,119208
451,254,256,119462
452,162,128,119624
453,306,128,119930
454,248,128,120178
455,366,256,120544
456,187,128,120731
457,228,128,120959
458,240,128,121199
459,101,64,121300
460,170,128,121470
461,327,256,121797
462,362,256,122159
463,963,1024,123122
464,229,256,123351
465,171,128,123522
466,656,512,124178
467,528,512,124706
468,292,256,124998
469,318,256,125316
470,330,256,125646
471,681,512,126327
472,382,256,126709
473,341,256,127050
474,391,256,127441
475,144,64,127585
476,286,256,127871
477,265,256,128136
478,381,512,128517
479,258,256,128775
480,230,128,129005
481,513,512,129518
482,214,128,129732
483,219,128,129951
484,357,256,130308
485,601,512,130909
486,226,128,131135
487,287,256,131422
488,235,256,131657
489,384,256,132041
490,284,256,132325
491,499,512,132824
492,400,256,133224
493,267,256,133491
494,195,128,133686
495,255,256,133941
496,354,256,134295
497,328,256,134623
498,223,128,134846
499,269,128,135115
500,441,512,135556
501,448,512,136004
502,491,512,136495
503,468,512,136963
504,216,128,137179
505,251,128,137430
506,157,128,137587
507,423,512,138010
508,394,256,138404
509,213,128,138617
510,445,256,139062
511,323,256,139385
512,562,512,139947
513,445,512,140392
514,328,256,140720
515,334,256,141054
516,457,256,141511
517,389,256,141900
518,119,64,142019
519,202,128,142221
520,291,256,142512
521,191,128,142703
522,324,256,143027
523,291,256,143318
524,227,128,143545
525,141,64,143686
526,369,256,144055
527,710,512,144765
528,241,256,145006
529,190,128,145196
530,191,128,145387
531,243,128,145630
532,296,256,145926
533,435,512,146361
534,396,512,146757
535,454,512,147211
536,673,512,147884
537,437,512,148321
538,316,256,148637
539,341,256,148978
540,283,256,149261
541,288,256,149549
542,330,256,149879
543,371,256,150250
544,551,512,150801
545,350,256,151151
546,331,256,151482
547,335,256,151817
548,688,512,152505
549,296,256,152801
550,540,512,153341
551,438,256,153779
552,338,256,154117
553,367,256,154484
554,360,256,154844
555,560,512,155404
556,366,256,155770
557,229,128,155999
558,430,256,156429
559,251,256,156680
560,258,256,156938
561,228,256,157166
562,353,256,157519
563,255,256,157774
564,526,512,158300
565,470,512,158770
566,213,128,158983
567,428,512,159411
568,728,512,160139
569,423,256,160562
570,343,256,160905
571,184,128,161089
572,185,128,161274
573,450,512,161724
574,248,128,161972
575,162,128,162134
576,447,256,162581
577,319,256,162900
578,187,128,163087
579,333,256,163420
580,640,512,164060
581,462,512,164522
582,308,256,164830
583,201,128,165031
584,461,512,165492
585,343,256,165835
586,322,256,166157
587,590,512,166747
588,346,256,167093
589,317,256,167410
590,304,256,167714
591,158,64,167872
592,210,128,168082
593,490,512,168572
594,177,128,168749
595,291,256,169040
596,256,256,169296
597,566,512,169862
598,330,256,170192
599,665,512,170857
600,94,64,170951
601,333,256,171284
602,320,256,171604
603,175,128,171779
604,392,256,172171
605,318,256,172489
606,420,256,172909
607,401,512,173310
608,137,64,173447
609,248,128,173695
610,336,256,174031
611,576,512,174607
612,296,256,174903
613,267,128,175170
614,193,128,175363
615,396,256,175759
616,521,512,176280
617,215,128,176495
618,298,256,176793
619,98,64,176891
620,271,256,177162
621,92,64,177254
622,528,512,177782
623,376,256,178158
624,359,256,178517
625,219,128,178736
626,694,512,179430
627,347,256,179777
628,577,512,180354
629,322,256,180676
630,238,128,180914
631,436,256,181350
632,269,128,181619
633,343,512,181962
634,195,128,182157
635,428,512,182585
636,186,128,182771
637,625,512,183396
638,419,256,183815
639,270,128,184085
640,610,512,184695
641,226,128,184921
642,236,128,185157
643,163,128,185320
644,208,128,185528
645,487,512,186015
646,266,128,186281
647,418,512,186699
648,298,256,186997
649,279,256,187276
650,259,256,187535
651,207,128,187742
652,317,256,188059
653,221,128,188280
654,657,512,188937
655,230,256,189167
656,322,256,189489
657,385,256,189874
658,507,512,190381
659,134,128,190515
660,400,256,190915
661,322,256,191237
662,297,256,191534
663,559,512,192093
664,177,128,192270
665,524,512,192794
666,496,512,193290
667,631,512,193921
668,235,128,194156
669,200,128,194356
670,225,128,194581
671,336,256,194917
672,414,256,195331
673,171,128,195502
674,336,256,195838
675,271,128,196109
676,577,512,196686
677,246,256,196932
678,503,512,197435
679,365,256,197800
680,236,128,198036
681,353,256,198389
682,202,128,198591
683,303,256,198894
684,500,512,199394
685,286,256,199680
686,920,1024,200600
687,282,256,200882
688,268,128,201150
689,209,128,201359
690,644,512,202003
691,678,512,202681
692,336,256,203017
693,472,512,203489
694,680,512,204169
695,384,256,204553
696,271,256,204824
697,579,512,205403
698,260,256,205663
699,449,256,206112
700,376,256,206488
701,283,256,206771
702,459,512,207230
703,862,1024,208092
704,161,64,208253
705,206,128,208459
706,711,512,209170
707,361,256,209531
708,305,256,209836
709,334,256,210170
710,135,64,210305
711,707,512,211012
712,612,512,211624
713,264,256,211888
714,274,256,212162
715,239,256,212401
716,381,512,212782
717,258,256,213040
718,251,256,213291
719,327,256,213618
720,484,512,214102
721,157,128,214259
722,337,256,214596
723,508,512,215104
724,406,512,215510
725,486,512,215996
726,147,128,216143
727,365,256,216508
728,354,256,216862
729,273,256,217135
730,394,256,217529
731,406,256,217935
732,588,512,218523
733,269,128,218792
734,642,512,219434
735,175,128,219609
736,688,512,220297
737,487,256,220784
738,363,256,221147
739,475,512,221622
740,389,512,222011
741,634,512,222645
742,302,256,222947
743,268,256,223215
744,254,256,223469
745,369,256,223838
746,369,256,224207
747,196,128,224403
748,149,128,224552
749,242,256,224794
750,475,512,225269
751,185,128,225454
752,624,512,226078
753,313,256,226391
754,187,128,226578
755,290,256,226868
756,356,256,227224
757,484,512,227708
758,326,256,228034
759,213,256,228247
760,387,256,228634
761,456,512,229090
762,462,512,229552
763,508,512,230060
764,396,256,230456
765,319,256,230775
766,455,256,231230
767,293,256,231523
768,187,128,231710
769,379,256,232089
770,261,256,232350
771,320,256,232670
772,294,256,232964
773,305,256,233269
774,516,512,233785
775,349,256,234134
776,343,256,234477
777,414,256,234891
778,246,128,235137
779,338,128,235475
780,594,512,236069
781,234,128,236303
782,328,256,236631
783,443,512,237074
784,592,512,237666
785,320,256,237986
786,306,256,238292
787,349,256,238641
788,297,256,238938
789,306,256,239244
790,348,256,239592
791,360,256,239952
792,292,256,240244
793,419,512,240663
794,501,512,241164
795,251,256,241415
796,233,128,241648
797,175,128,241823
798,317,256,242140
799,281,256,242421
800,176,128,242597
801,243,128,242840
802,266,256,243106
803,246,256,243352
804,226,128,243578
805,189,128,243767
806,361,256,244128
807,358,256,244486
808,327,256,244813
809,600,512,245413
810,328,256,245741
811,426,512,246167
812,146,128,246313
813,330,256,246643
814,544,512,247187
815,412,256,247599
816,303,256,247902
817,565,512,248467
818,227,128,248694
819,758,1024,249452
820,354,256,249806
821,201,128,250007
822,300,256,250307
823,491,512,250798
824,234,256,251032
825,273,256,251305
826,307,256,251612
827,332,256,251944
828,210,128,252154
829,289,256,252443
830,600,512,253043
831,249,256,253292
832,296,256,253588
833,517,512,254105
834,168,128,254273
835,170,128,254443
836,476,512,254919
837,450,512,255369
838,339,256,255708
839,474,256,256182
840,322,256,256504
841,516,512,257020
842,325,256,257345
843,217,128,257562
844,233,128,257795
845,387,256,258182
846,387,256,258569
847,220,256,258789
848,192,128,258981
849,302,256,259283
850,303,256,259586
851,239,256,259825
852,641,512,260466
853,289,256,260755
854,159,128,260914
855,456,512,261370
856,457,512,261827
857,388,256,262215
858,211,128,262426
859,320,256,262746
860,257,256,263003
861,413,256,263416
862,375,512,263791
863,196,128,263987
864,322,256,264309
865,330,256,264639
866,585,512,265224
867,367,256,265591
868,512,512,266103
869,236,256,266339
870,382,256,266721
871,297,256,267018
872,464,256,267482
873,349,256,267831
874,403,256,268234
875,333,256,268567
876,395,512,268962
877,808,1024,269770
878,293,128,270063
879,570,512,270633
880,488,512,271121
881,201,128,271322
882,493,256,271815
883,415,512,272230
884,199,128,272429
885,425,256,272854
886,595,512,273449
887,663,512,274112
888,127,64,274239
889,581,512,274820
890,333,256,275153
891,370,256,275523
892,281,256,275804
893,332,256,276136
894,585,512,276721
895,1046,1024,277767
896,730,512,278497
897,229,256,278726
898,360,256,279086
899,175,128,279261
900,446,512,279707
901,409,256,280116
902,247,256,280363
903,359,512,280722
904,320,256,281042
905,419,512,281461
906,716,512,282177
907,366,256,282543
908,195,128,282738
909,546,512,283284
910,435,512,283719
911,319,256,284038
912,596,512,284634
913,994,1024,285628
914,354,256,285982
915,159,128,286141
916,368,256,286509
917,761,512,287270
918,317,256,287587
919,292,256,287879
920,213,128,288092
921,860,1024,288952
922,268,256,289220
923,435,512,289655
924,351,256,290006
925,494,512,290500
926,192,128,290692
927,525,512,291217
928,534,512,291751
929,233,128,291984
930,314,256,292298
931,254,256,292552
932,704,1024,293256
933,637,512,293893
934,565,512,294458
935,448,256,294906
936,406,512,295312
937,512,512,295824
938,508,512,296332
939,630,512,296962
940,352,256,297314
941,498,512,297812
942,576,512,298388
943,338,256,298726
944,157,128,298883
945,487,256,299370
946,442,512,299812
947,302,256,300114
948,327,256,300441
949,492,512,300933
950,303,256,301236
951,464,512,301700
952,461,512,302161
953,325,256,302486
954,132,128,302618
955,174,128,302792
956,491,512,303283
957,173,128,303456
958,436,256,303892
959,305,256,304197
960,436,512,304633
961,596,512,305229
962,337,256,305566
963,267,128,305833
964,382,256,306215
965,299,256,306514
966,307,256,306821
967,175,128,306996
968,397,512,307393
969,430,512,307823
970,544,512,308367
971,664,512,309031
972,167,64,309198
973,702,512,309900
974,324,256,310224
975,411,512,310635
976,384,256,311019
977,589,512,311608
978,422,512,312030
979,492,512,312522
980,360,256,312882
981,419,512,313301
982,364,256,313665
983,426,512,314091
984,388,256,314479
985,827,1024,315306
986,497,512,315803
987,174,128,315977
988,702,1024,316679
989,615,512,317294
990,303,256,317597
991,349,256,317946
992,541,512,318487
993,186,128,318673
994,287,256,318960
995,561,512,319521
996,811,1024,320332
997,401,512,320733
998,436,512,321169
999,432,256,321601
1000,552,512,322153
1001,353,256,322506
1002,251,128,322757
1003,381,512,323138
1004,192,128,323330
1005,385,256,323715
1006,221,128,323936
1007,268,128,324204
1008,487,256,324691
1009,561,512,325252
1010,303,256,325555
1011,211,128,325766
1012,555,512,326321
1013,349,256,326670
1014,195,128,326865
1015,235,256,327100
1016,814,1024,327914
1017,446,512,328360
1018,685,512,329045
1019,381,256,329426
1020,380,256,329806
1021,342,256,330148
1022,894,1024,331042
1023,356,256,331398
1024,344,256,331742
1025,263,256,332005
1026,782,1024,332787
1027,218,128,333005
1028,135,64,333140
1029,426,512,333566
1030,516,512,334082
1031,352,256,334434
1032,314,256,334748
1033,376,256,335124
1034,633,512,335757
1035,665,512,336422
1036,476,512,336898
1037,186,128,337084
1038,598,512,337682
1039,396,512,338078
1040,550,512,338628
1041,522,512,339150
1042,285,256,339435
1043,719,512,340154
1044,381,256,340535
1045,291,256,340826
1046,267,256,341093
1047,317,256,341410
1048,337,256,341747
1049,328,256,342075
1050,446,256,342521
1051,766,1024,343287
1052,142,64,343429
1053,359,256,343788
1054,365,256,344153
1055,672,512,344825
1056,382,512,345207
1057,238,256,345445
1058,468,512,345913
1059,275,256,346188
1060,322,256,346510
1061,273,256,346783
1062,235,128,347018
1063,271,256,347289
1064,368,256,347657
1065,414,512,348071
1066,250,128,348321
1067,383,256,348704
1068,311,256,349015
1069,494,512,349509
1070,256,256,349765
1071,602,512,350367
1072,632,512,350999
1073,234,128,351233
1074,405,512,351638
1075,563,512,352201
1076,368,512,352569
1077,423,512,352992
1078,335,256,353327
1079,407,512,353734
1080,495,512,354229
1081,365,256,354594
1082,357,256,354951
1083,641,512,355592
1084,403,256,355995
1085,584,512,356579
1086,303,256,356882
1087,604,512,357486
1088,493,512,357979
1089,462,512,358441
1090,354,256,358795
1091,353,256,359148
1092,344,256,359492
1093,311,256,359803
1094,351,256,360154
1095,522,512,360676
1096,816,1024,361492
1097,332,256,361824
1098,622,512,362446
1099,303,256,362749
1100,378,256,363127
1101,151,64,363278
1102,608,512,363886
1103,571,512,364457
1104,638,512,365095
1105,605,512,365700
1106,784,1024,366484
1107,814,1024,367298
1108,345,256,367643
1109,630,512,368273
1110,331,256,368604
1111,372,256,368976
1112,386,512,369362
1113,592,512,369954
1114,354,512,370308
1115,726,1024,371034
1116,387,512,371421
1117,384,256,371805
1118,166,128,371971
1119,672,512,372643
1120,630,512,373273
1121,469,512,373742
1122,293,256,374035
1123,573,512,374608
1124,136,64,374744
1125,394,256,375138
1126,472,512,375610
1127,148,64,375758
1128,326,256,376084
1129,729,1024,376813
1130,570,512,377383
1131,463,512,377846
1132,693,512,378539
1133,724,512,379263
1134,722,512,379985
1135,672,512,380657
1136,517,512,381174
1137,304,256,381478
1138,157,128,381635
1139,529,512,382164
1140,679,512,382843
1141,636,512,383479
1142,421,512,383900
1143,557,512,384457
1144,635,512,385092
1145,938,1024,386030
1146,270,256,386300
1147,594,512,386894
1148,322,256,387216
1149,590,512,387806
1150,281,256,388087
1151,589,512,388676
1152,583,512,389259
1153,464,512,389723
1154,340,256,390063
1155,876,1024,390939
1156,427,512,391366
1157,646,512,392012
1158,484,512,392496
1159,346,256,392842
1160,608,512,393450
1161,485,512,393935
1162,465,512,394400
1163,639,512,395039
1164,550,512,395589
1165,650,512,396239
1166,563,512,396802
1167,445,512,397247
1168,313,256,397560
1169,262,256,397822
1170,566,512,398388
1171,346,256,398734
1172,360,256,399094
1173,871,1024,399965
1174,203,128,400168
1175,297,128,400465
1176,442,512,400907
1177,594,512,401501
1178,453,512,401954
1179,574,512,402528
1180,288,256,402816
1181,548,512,403364
1182,606,512,403970
1183,344,256,404314
1184,372,256,404686
1185,294,256,404980
1186,582,512,405562
1187,696,512,406258
1188,566,512,406824
1189,646,512,407470
1190,666,512,408136
1191,517,512,408653
1192,316,256,408969
1193,248,128,409217
1194,226,128,409443
1195,498,512,409941
1196,443,256,410384
1197,494,512,410878
1198,640,512,411518
1199,314,256,411832
1200,339,256,412171
1201,485,512,412656
1202,338,256,412994
1203,458,512,413452
1204,568,512,414020
1205,323,512,414343
1206,316,256,414659
1207,381,256,415040
1208,235,256,415275
1209,311,256,415586
1210,439,512,416025
1211,362,256,416387
1212,502,512,416889
1213,284,128,417173
1214,431,512,417604
1215,362,512,417966
1216,295,256,418261
1217,855,1024,419116
1218,293,256,419409
1219,507,512,419916
1220,393,256,420309
1221,648,512,420957
1222,331,256,421288
1223,466,512,421754
1224,250,256,422004
1225,598,512,422602
1226,336,256,422938
1227,668,512,423606
1228,584,512,424190
1229,619,512,424809
1230,174,128,424983
1231,614,512,425597
1232,523,512,426120
1233,373,256,426493
1234,644,512,427137
1235,422,512,427559
1236,240,128,427799
1237,450,512,428249
1238,631,512,428880
1239,325,256,429205
1240,330,256,429535
1241,544,512,430079
1242,309,256,430388
1243,349,256,430737
1244,821,1024,431558
1245,636,512,432194
1246,605,512,432799
1247,647,512,433446
1248,802,1024,434248
1249,604,512,434852
1250,452,512,435304
1251,326,256,435630
1252,606,512,436236
1253,410,512,436646
1254,326,256,436972
1255,182,128,437154
1256,429,512,437583
1257,332,256,437915
1258,199,128,438114
1259,520,512,438634
1260,328,256,438962
1261,610,512,439572
1262,297,256,439869
1263,538,512,440407
1264,421,256,440828
1265,602,512,441430
1266,303,256,441733
1267,345,256,442078
1268,474,512,442552
1269,600,512,443152
1270,314,256,443466
1271,434,512,443900
1272,418,512,444318
1273,499,512,444817
1274,221,128,445038
1275,404,256,445442
1276,513,512,445955
1277,358,256,446313
1278,566,512,446879
1279,471,512,447350
1280,137,64,447487
1281,311,256,447798
1282,313,256,448111
1283,600,512,448711
1284,418,256,449129
1285,369,256,449498
1286,563,512,450061
1287,160,128,450221
1288,419,256,450640
1289,511,512,451151
1290,237,128,451388
1291,589,512,451977
1292,237,256,452214
1293,318,256,452532
1294,597,512,453129
1295,261,128,453390
1296,470,512,453860
1297,470,512,454330
1298,340,256,454670
1299,309,256,454979
1300,326,256,455305
1301,559,512,455864
1302,453,512,456317
1303,603,512,456920
1304,306,256,457226
1305,539,512,457765
1306,295,256,458060
1307,325,256,458385
1308,578,512,458963
1309,541,512,459504
1310,323,256,459827
1311,388,512,460215
1312,630,512,460845
1313,450,512,461295
1314,453,512,461748
1315,534,512,462282
1316,280,128,462562
1317,636,512,463198
1318,302,256,463500
1319,216,128,463716
1320,179,128,463895
1321,477,512,464372
1322,557,512,464929
1323,183,128,465112
1324,458,512,465570
1325,531,512,466101
1326,465,512,466566
1327,375,512,466941
1328,809,1024,467750
1329,456,512,468206
1330,656,512,468862
1331,306,256,469168
1332,471,512,469639
1333,586,512,470225
1334,326,256,470551
1335,319,256,470870
1336,616,512,471486
1337,251,128,471737
1338,885,1024,472622
1339,538,512,473160
1340,455,512,473615
1341,326,256,473941
1342,590,512,474531
1343,310,256,474841
1344,235,256,475076
1345,268,128,475344
1346,331,256,475675
1347,505,512,476180
1348,596,512,476776
1349,214,128,476990
1350,366,256,477356
1351,354,256,477710
1352,631,512,478341
1353,248,256,478589
1354,325,256,478914
1355,471,512,479385
1356,581,512,479966
1357,531,512,480497
1358,613,512,481110
1359,278,256,481388
1360,155,64,481543
1361,278,256,481821
1362,548,512,482369
1363,356,256,482725
1364,229,256,482954
1365,831,1024,483785
1366,328,256,484113
1367,485,512,484598
1368,329,256,484927
1369,408,512,485335
1370,576,512,485911
1371,346,256,486257
1372,348,256,486605
1373,319,256,486924
1374,327,256,487251
1375,433,512,487684
1376,606,512,488290
1377,617,512,488907
1378,379,256,489286
1379,458,512,489744
1380,1003,1024,490747
1381,269,128,491016
1382,576,512,491592
1383,560,512,492152
1384,536,512,492688
1385,360,256,493048
1386,296,256,493344
1387,210,128,493554
1388,334,256,493888
1389,344,256,494232
1390,602,512,494834
1391,325,256,495159
1392,548,512,495707
1393,606,512,496313
1394,412,512,496725
1395,342,256,497067
1396,490,512,497557
1397,407,512,497964
1398,465,512,498429
1399,239,128,498668
1400,302,256,498970
1401,471,512,499441
1402,251,256,499692
1403,320,256,500012
1404,604,512,500616
1405,423,512,501039
1406,779,1024,501818
1407,273,128,502091
1408,362,256,502453
1409,577,512,503030
1410,324,256,503354
1411,195,128,503549
1412,325,256,503874
1413,318,256,504192
1414,171,128,504363
1415,604,512,504967
1416,611,512,505578
1417,206,128,505784
1418,523,512,506307
1419,286,128,506593
1420,104,64,506697
1421,356,256,507053
1422,557,512,507610
1423,520,512,508130
1424,615,512,508745
1425,360,256,509105
1426,576,512,509681
1427,483,512,510164
1428,385,256,510549
1429,513,512,511062
1430,226,128,511288
1431,320,256,511608
1432,192,128,511800
1433,366,512,512166
1434,322,256,512488
1435,215,128,512703
1436,239,128,512942
1437,355,256,513297
1438,337,256,513634
1439,305,256,513939
1440,173,128,514112
1441,327,256,514439
1442,151,64,514590
1443,275,128,514865
1444,447,512,515312
1445,271,128,515583
1446,630,512,516213
1447,599,512,516812
1448,246,256,517058
1449,907,1024,517965
1450,289,128,518254
1451,562,512,518816
1452,605,512,519421
1453,638,512,520059
1454,166,128,520225
1455,313,256,520538
1456,476,512,521014
1457,458,512,521472
1458,476,512,521948
1459,468,512,522416
1460,556,512,522972
1461,220,128,523192
1462,468,512,523660
1463,593,512,524253
1464,342,256,524595
1465,147,128,524742
1466,518,512,525260
1467,330,256,525590
1468,550,512,526140
1469,518,512,526658
1470,623,512,527281
1471,357,256,527638
1472,253,128,527891
1473,530,512,528421
1474,314,256,528735
1475,614,512,529349
1476,530,512,529879
1477,860,1024,530739
1478,636,512,531375
1479,634,512,532009
1480,549,512,532558
1481,862,1024,533420
1482,614,512,534034
1483,273,128,534307
1484,584,512,534891
1485,406,512,535297
1486,304,128,535601
1487,244,128,535845
1488,616,512,536461
1489,360,256,536821
1490,215,128,537036
1491,320,256,537356
1492,566,512,537922
